Name,gene.y,category,seed_ortholog,ps_covsmono_wt_l2fc,ps_covsmono_wt_padj,ps_covsmono_mt_l2fc,ps_covsmono_mt_padj,ps_co_mtvswt_l2fc,ps_co_mtvswt_padj
Pm92_001056,algA,biofilm,PFLU_0979,-4.224259378329646,1.5245368835589498e-44,-1.043788214476072,2.2363259553828454e-4,3.1804711638535736,2.3988994861571e-25
Pm92_001065,alg44,biofilm,PFLU_0988,-4.34133882038802,4.297872017388818e-15,NA,NA,4.420225318471014,1.8203125026140734e-15
Pm92_001292,wspA,biofilm,PFLU_1219,-2.0112516901134816,2.2019509702689217e-18,NA,NA,1.504236222621277,1.7422719601948896e-10
Pm92_001293,wspB,biofilm,PFLU_1220,-1.8902371745748832,0.001120868667950349,NA,NA,2.1411579913021246,2.5442731144507334e-4
Pm92_001295,wspD,biofilm,PFLU_1222,-1.5032312225502273,0.030796862109213292,NA,NA,NA,NA
Pm92_001296,wspE,biofilm,PFLU_1223,-2.8374136678432613,2.532405722536273e-15,NA,NA,2.6011873639459657,8.863792570529991e-13
Pm92_001298,wspR,biofilm,PFLU_1225,-1.4846327535986215,3.3313164703368244e-6,NA,NA,1.0089976250284292,0.002706948100362031
Pm92_001983,-,biofilm,PFLU_1837,-1.2577639121312891,1.2700522137271586e-4,NA,NA,NA,NA
Pm92_002085,pslK,biofilm,PFLU_2072,-2.3652317520954087,1.1584841786326257e-21,NA,NA,2.1517356624020825,7.212068040512581e-18
Pm92_002086,pslJ,biofilm,PFLU_2073,-1.6297975377847813,4.036732772183253e-6,NA,NA,1.715885024111581,1.437033873159263e-6
Pm92_002087,pslI,biofilm,PFLU_2074,-2.788226087851162,8.88906323572927e-21,NA,NA,2.3107073271597534,2.943196645975696e-14
Pm92_002088,pslH,biofilm,PFLU_2075,-2.3094314536769054,2.0215069560999318e-13,NA,NA,2.158945330537202,1.1695531989560741e-11
Pm92_002089,pslG,biofilm,PFLU_2076,-3.3117030755982846,2.6529632556804925e-14,NA,NA,3.049621453216191,4.615040036124473e-12
Pm92_002090,-,biofilm,PFLU_2077,-2.2782574213041498,7.229782556426668e-12,NA,NA,2.160047956354065,1.4697135110729186e-10
Pm92_002091,pslE,biofilm,PFLU_2078,-2.872258961072999,3.1759849161910424e-33,NA,NA,2.2877741895038692,4.843999167192556e-21
Pm92_002092,-,biofilm,PFLU_2079,-1.2991886122682264,1.907382286074406e-7,NA,NA,NA,NA
Pm92_002093,rfbN,biofilm,PFLU_2080,-1.8921336726117954,2.5343924542102966e-10,NA,NA,1.6149670117288413,1.3778882172830852e-7
Pm92_002094,manC,biofilm,PFLU_2081,-1.5086217438170946,5.3838979923347684e-11,NA,NA,1.090597090836302,4.7360632949226945e-6
Pm92_002095,pslA,biofilm,PFLU_2082,-1.3235943944353987,9.427050358193022e-7,NA,NA,NA,NA
Pm92_002676,-,biofilm,PFLU_2764,-1.533186243753241,4.037837393913968e-9,NA,NA,1.3874653597654578,1.6490573602545655e-7
Pm92_003576,barA,biofilm,PFLU_3777,-1.0791972182510519,8.02883442673698e-4,NA,NA,NA,NA
Pm92_003858,-,biofilm,PFLU_4057,1.3185068392798776,0.0032498006548728623,NA,NA,NA,NA
Pm92_004478,hptB,biofilm,PFLU_4431,-2.537397530956257,0.041852168930595034,NA,NA,NA,NA
Pm92_004479,rsbU,biofilm,PFLU_4432,-1.64739892023683,5.250598737736884e-11,NA,NA,1.4168232980818438,2.9988099220418817e-8
Pm92_004480,rsbV,biofilm,PFLU_4433,-2.2923742989709184,3.11890918577799e-15,NA,NA,1.8231302153657984,8.236152744134478e-10
Pm92_005286,yfiN,biofilm,PFLU_5210,1.256867029875008,1.5040524793793135e-5,NA,NA,-1.3711381418036366,4.770276662140423e-6
Pm92_005469,ladS,biofilm,PFLU_5398,1.0342702803374004,1.1349749994541568e-5,NA,NA,-1.0566731966321865,1.135742451302172e-5
Pm92_005642,trpE,biofilm,PFLU_5561,-1.6589093263533352,7.187444305951255e-9,NA,NA,1.4474603599916993,8.257887454533114e-7
Pm92_005828,chpA,biofilm,PFLU_5748,-1.2788297049935626,1.1059634415766729e-6,NA,NA,1.3825451194981107,1.7862094498100487e-7
Pm92_005829,pilJ,biofilm,PFLU_5749,-1.2860268025419412,6.581940554338545e-7,NA,NA,1.227756773576254,3.1218513302811887e-6
Pm92_006088,ppkA,biofilm,PFLU_6010,-2.7991400057042144,5.203509638253414e-35,NA,NA,2.7168310737815626,1.0608012986133372e-32
Pm92_006089,pppA,biofilm,PFLU_6011,-2.1423945240592195,0.0013633314779482508,NA,NA,2.2502479722703552,9.20382193593176e-4
Pm92_006090,impM,biofilm,PFLU_6012,-1.937817859442547,2.283381731514213e-7,NA,NA,1.8892036855388548,7.12619194045076e-7
Pm92_006091,icmF,biofilm,PFLU_6013,-2.9365661539475703,2.633388743443183e-40,NA,NA,2.770451392687687,1.485584030971041e-35
Pm92_006093,impJ2,biofilm,PFLU_6015,-2.7121077052610167,1.3106429659455122e-13,NA,NA,2.432136604652482,6.388196777070153e-11
Pm92_006096,-,biofilm,PFLU_6018,-4.14857572245773,3.4069255011817174e-49,NA,NA,3.6652639919599834,3.61834935468167e-38
Pm92_006098,impC,biofilm,PFLU_6020,-4.183010564463199,1.121343557536858e-62,NA,NA,4.086278818883421,2.155974778490491e-59
Pm92_006099,hcp,biofilm,PFLU_6021,-4.582764309620399,2.5353951416806035e-63,NA,NA,4.106274097852545,1.0567591410779905e-50
Pm92_006102,impH2,biofilm,PFLU_6024,-4.089630132003993,7.024800228548028e-25,NA,NA,3.9655798970517244,3.2659419248206193e-23
Pm92_006103,clpV,biofilm,PFLU_6025,-3.0273650174951756,2.1684951647231753e-35,NA,NA,2.8710802324163818,1.5262120260839417e-31
NA,NA,biofilm,PFLU_5750,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5747,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5751,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5752,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_0497,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3573,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5556,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_0192,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2255,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1528,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4443,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1386,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5689,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1434,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1384,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1385,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5560,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_0610,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2189,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4746,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4165,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4324,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1736,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4736,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4417,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3543,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3544,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6017,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3548,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6019,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3034,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3547,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3550,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1224,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3760,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2753,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1349,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1081,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1114,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3130,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4858,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2071,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5749,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5748,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5561,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_3777,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5398,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1837,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4431,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4432,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4433,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6010,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6011,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6012,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6013,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6015,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6018,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6020,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6021,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_4057,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6024,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_6025,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1219,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1223,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1220,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1222,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_1225,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_5210,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2764,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2082,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2081,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2080,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2079,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2078,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2077,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2076,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2075,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2074,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2073,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_2072,NA,NA,NA,NA,NA,NA
NA,NA,biofilm,PFLU_0988,NA,NA,NA,NA,NA,NA
Pm92_000202,-,biofilm,PFLU_0192,NA,NA,NA,NA,-1.0859552358590863,0.0020488642261675713
Pm92_004798,flgM,biofilm,PFLU_4736,NA,NA,NA,NA,-1.5641771189569522,2.025061893461378e-22
Pm92_000436,VPA0491,chemotaxis,PFLU_0380,-1.268013739846191,1.6861848429558933e-6,-1.1054185098598164,8.608834403178036e-6,NA,NA
Pm92_000525,-,chemotaxis,PFLU_0469,1.3997186058408284,0.020960295546268465,NA,NA,NA,NA
Pm92_000565,motB,chemotaxis,PFLU_0509,-1.932867307202554,4.5218652891398486e-8,NA,NA,1.3226397954353775,3.562448852039338e-4
Pm92_000904,dppA,chemotaxis,PFLU_0826,-3.3696786662460263,4.9376963993814835e-17,-1.0440607011128673,0.020879163822453337,2.3256179651331585,1.6430246569783286e-8
Pm92_000905,dppA,chemotaxis,PFLU_0827,-1.8842231556832791,7.722596729492925e-19,NA,NA,1.3455042149062229,7.930830537898978e-10
Pm92_002133,-,chemotaxis,PFLU_2123,-1.1669034455650493,5.094046212347202e-4,NA,NA,NA,NA
Pm92_002222,-,chemotaxis,PFLU_2266,1.0235711008526103,5.281430461307021e-7,NA,NA,NA,NA
Pm92_002312,-,chemotaxis,PFLU_2358,-2.2757861026546777,8.475261503590943e-8,NA,NA,2.1578181262825606,5.598485855664134e-7
Pm92_002446,tse3,chemotaxis,PFLU_2533,1.7970535412895738,8.621012278562625e-7,NA,NA,-1.3153996648871307,4.76554684613502e-4
Pm92_002623,VPA0491,chemotaxis,PFLU_2711,1.3610831280454914,8.894423186885172e-9,NA,NA,-1.1257513295709218,3.1716853866602865e-6
Pm92_002920,bdlA,chemotaxis,PFLU_3106,1.2103810210584354,3.24172128997594e-5,NA,NA,-1.0113451290270759,8.730666298401465e-4
Pm92_002921,bdlA,chemotaxis,PFLU_3106,1.2771874637763938,0.001821926163460764,NA,NA,-1.2116198954574675,0.004643109106730962
Pm92_003525,-,chemotaxis,PFLU_3727,1.2865465944345709,0.005937832198682091,NA,NA,NA,NA
Pm92_003797,rbsB,chemotaxis,PFLU_3996,2.210851637219834,6.61862684293705e-9,NA,NA,-1.499416126828078,1.1419262923306582e-4
Pm92_004454,-,chemotaxis,PFLU_4408,-1.6747026042651414,1.6458754109976218e-6,NA,NA,2.139249351450094,8.355598220461131e-10
Pm92_004457,motC,chemotaxis,PFLU_4411,-2.1168465762397433,4.490169316644295e-15,NA,NA,1.9688118774997578,6.894785385772005e-13
Pm92_004474,fliN,chemotaxis,PFLU_4427,-1.5001477191356014,0.003968368949102125,NA,NA,1.5595433243901968,0.0032608914991703835
Pm92_004475,fliM,chemotaxis,PFLU_4428,-1.5844648217302726,2.155092008829112e-6,NA,NA,1.8834177112956072,1.8689272840228093e-8
Pm92_004484,fliG,chemotaxis,PFLU_4438,-1.477270911757371,1.726261728650667e-6,NA,NA,1.9116936760864125,5.229749486377647e-10
Pm92_004890,bdlA,chemotaxis,PFLU_4819,-1.9307024355068068,1.35358593983099e-7,NA,NA,1.3297447147344368,5.648615162149879e-4
Pm92_005164,cheW-1,chemotaxis,PFLU_5091,-1.5218706640885733,1.1690740585685729e-4,NA,NA,NA,NA
Pm92_005169,-,chemotaxis,PFLU_5096,-1.195364496469533,3.751912719886327e-6,NA,NA,NA,NA
Pm92_006059,dppA1,chemotaxis,PFLU_5981,-1.1304377556959184,4.599262063988156e-4,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3379,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3388,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5957,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0800,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0704,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0117,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_1855,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0447,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0916,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_1438,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_1485,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2295,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2125,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2262,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2587,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4783,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4792,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2808,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4936,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4125,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4971,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3351,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5092,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3358,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5176,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3047,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5316,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3962,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0379,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3059,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3092,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3427,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4548,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2496,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4551,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3409,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3117,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4160,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0825,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0823,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5093,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4414,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4407,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5095,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4416,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4415,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3019,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4413,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5088,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4733,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0966,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5314,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4401,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5089,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3018,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4732,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5090,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0508,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4410,NA,NA,NA,NA,NA,NA
Pm92_000123,-,chemotaxis,PFLU_0117,NA,NA,-1.0763451580942982,0.0011623592947183378,NA,NA
NA,NA,chemotaxis,PFLU_2358,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2123,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2533,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4819,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5096,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2711,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3106,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3727,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_3996,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_2266,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0469,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0827,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5981,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4408,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_5091,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4438,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4428,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4427,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_4411,NA,NA,NA,NA,NA,NA
NA,NA,chemotaxis,PFLU_0509,NA,NA,NA,NA,NA,NA
Pm92_002842,cheR3,chemotaxis,PFLU_3018,NA,NA,NA,NA,1.0723774924153313,1.4062337819692466e-4
Pm92_002843,-,chemotaxis,PFLU_3019,NA,NA,NA,NA,1.0431235307406503,3.274307738191446e-4
Pm92_003763,VPA0491,chemotaxis,PFLU_3962,NA,NA,NA,NA,-1.0071666301915443,4.3685600890254006e-7
Pm92_004447,chev-2,chemotaxis,PFLU_4401,NA,NA,NA,NA,-1.0573129953820621,9.651491897003554e-5
NA,NA,chemotaxis,PFLU_0380,NA,NA,NA,NA,NA,NA
Pm92_000565,motB,flagellum,PFLU_0509,-1.932867307202554,4.5218652891398486e-8,NA,NA,1.3226397954353775,3.562448852039338e-4
Pm92_004457,motC,flagellum,PFLU_4411,-2.1168465762397433,4.490169316644295e-15,NA,NA,1.9688118774997578,6.894785385772005e-13
Pm92_004470,fliR,flagellum,PFLU_4423,-1.4426611183562619,0.0158821172183257,NA,NA,2.018022203492632,6.459534594448553e-4
Pm92_004473,fliO,flagellum,PFLU_4426,-1.2480852122660937,0.021178552048509446,NA,NA,1.7647048473863196,0.0010018171576185754
Pm92_004474,fliN,flagellum,PFLU_4427,-1.5001477191356014,0.003968368949102125,NA,NA,1.5595433243901968,0.0032608914991703835
Pm92_004475,fliM,flagellum,PFLU_4428,-1.5844648217302726,2.155092008829112e-6,NA,NA,1.8834177112956072,1.8689272840228093e-8
Pm92_004476,fliL,flagellum,PFLU_4429,-3.1175141522358354,3.2890039780815916e-8,NA,NA,3.3996991764822666,2.01832389041355e-9
Pm92_004482,fliI,flagellum,PFLU_4436,-1.850015576409398,1.1686562042905317e-12,NA,NA,2.4561645826086984,2.1751740477357136e-21
Pm92_004483,fliH,flagellum,PFLU_4437,-2.3110315906985175,1.8345853206321642e-8,NA,NA,2.778883667942692,1.2649813238072398e-11
Pm92_004484,fliG,flagellum,PFLU_4438,-1.477270911757371,1.726261728650667e-6,NA,NA,1.9116936760864125,5.229749486377647e-10
Pm92_004485,fliF,flagellum,PFLU_4439,-2.0050014558516747,1.084056966277249e-11,NA,NA,2.2400277306081446,3.683215214957615e-14
Pm92_004486,fliE,flagellum,PFLU_4440,-2.1326575310727502,9.32798438464905e-8,NA,NA,2.2932425235968337,1.2035605688075786e-8
Pm92_004494,fliC,flagellum,PFLU_4448,-1.9788458959047235,5.649355259630259e-10,-1.8989339910396283,5.5439774566803664e-8,NA,NA
Pm92_004497,flgK,flagellum,PFLU_4451,-2.8187266621948193,2.240355185317955e-35,NA,NA,2.9628874513386716,1.0901685876738865e-38
Pm92_004498,flgJ,flagellum,PFLU_4452,-2.560334963952859,2.0668787703884809e-16,NA,NA,2.916562722495574,8.176099416135585e-21
Pm92_004499,flgI,flagellum,PFLU_4453,-2.5666279784586683,1.46262076205465e-10,NA,NA,2.8097202252681424,2.9281883047867477e-12
Pm92_004502,flgF,flagellum,PFLU_4456,-2.329208656028595,1.170587195994722e-8,NA,NA,2.4880887970846035,1.4363214366937693e-9
Pm92_004791,flgE,flagellum,PFLU_4728,-1.0111495525895022,1.1155682694549644e-4,NA,NA,1.1056998835716914,2.9087252982446845e-5
Pm92_004792,flgD,flagellum,PFLU_4729,-1.6170397125303881,7.646964165290244e-5,NA,NA,2.076049650370022,3.4097295954979485e-7
NA,NA,flagellum,PFLU_4435,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4430,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_5891,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4425,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4424,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4420,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4422,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4734,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4731,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4730,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4455,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4454,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4450,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_1155,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4446,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4445,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4444,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_0508,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4410,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4736,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4737,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_0246,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_5831,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_5592,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4443,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_0882,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4441,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4417,NA,NA,NA,NA,NA,NA
Pm92_004490,-,flagellum,PFLU_4444,NA,NA,-1.1160174100572846,0.016515067844382857,NA,NA
Pm92_004491,fliS,flagellum,PFLU_4445,NA,NA,-1.104633646062047,0.0270979268405139,NA,NA
NA,NA,flagellum,PFLU_4440,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4439,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4438,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4437,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4436,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4429,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4428,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4427,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4426,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4423,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4729,NA,NA,NA,NA,NA,NA
NA,NA,flagellum,PFLU_4728,NA,NA,NA,NA,NA,NA
