Name,gene.y,category,seed_ortholog,ps_covsmono_wt_l2fc,ps_covsmono_wt_padj,ps_covsmono_mt_l2fc,ps_covsmono_mt_padj,ps_co_mtvswt_l2fc,ps_co_mtvswt_padj
NA,NA,transporters,PFLU_3420,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0555,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1343,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3985,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0556,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1342,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3852,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3986,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0215,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0070,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0238,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0588,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0587,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0586,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0585,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0584,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0825,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0823,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0822,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0821,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2639,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2640,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2637,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4091,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4089,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4090,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4088,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5464,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0073,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1572,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1573,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1761,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1056,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0883,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5779,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0831,NA,NA,NA,NA,NA,NA
Pm92_000226,metQ-2,transporters,PFLU_0215,NA,NA,-1.0069331576749803,1.674137348823065e-4,NA,NA
Pm92_002657,mtlE,transporters,PFLU_2745,NA,NA,-1.2963507535117875,3.919363909831172e-4,NA,NA
NA,NA,transporters,PFLU_0187,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0188,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5857,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4263,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3719,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2790,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0200,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3718,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5854,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2789,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0125,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3717,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2971,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1488,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0527,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1145,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2935,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0363,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2592,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5680,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5681,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0812,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2743,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0889,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3727,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3996,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2266,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0469,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3726,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3728,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4684,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4682,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2298,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2299,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2583,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3318,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1777,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1136,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5128,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0245,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0244,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4765,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0313,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0314,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3423,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3854,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0068,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0239,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0069,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0237,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0827,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5981,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0820,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0819,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2634,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2633,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2638,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2632,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2631,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2636,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0076,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2042,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0074,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2043,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1574,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1760,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1759,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1758,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1057,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5778,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0481,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4534,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_5358,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3144,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2556,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3978,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3226,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_2546,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_3228,NA,NA,NA,NA,NA,NA
Pm92_001417,braC,transporters,PFLU_1346,NA,NA,NA,NA,-1.0130101919237409,3.012071278313572e-5
Pm92_001637,lolC,transporters,PFLU_1572,NA,NA,NA,NA,1.0785854332497138,5.205297065365069e-4
Pm92_002256,xylF,transporters,PFLU_2300,NA,NA,NA,NA,1.469204961586785,0.013679257809478254
Pm92_002337,-,transporters,PFLU_2383,NA,NA,NA,NA,1.779305459597466,0.04064246882751236
Pm92_002420,-,transporters,PFLU_2473,NA,NA,NA,NA,1.9346765301677737,0.02304406001609471
Pm92_002552,yejE,transporters,PFLU_2637,NA,NA,NA,NA,1.2741462706945528,0.02728180520673586
Pm92_003119,potF,transporters,PFLU_3309,NA,NA,NA,NA,-1.0461093477597734,0.03984033478179858
Pm92_003889,fecE,transporters,PFLU_4088,NA,NA,NA,NA,1.7453891673143052,0.02210707089655953
Pm92_005764,choV,transporters,PFLU_5682,NA,NA,NA,NA,1.0524799689612345,0.0190400286722299
NA,NA,transporters,PFLU_4843,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_4844,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_1138,NA,NA,NA,NA,NA,NA
NA,NA,transporters,PFLU_0311,NA,NA,NA,NA,NA,NA
