 ,Label,Area
98,msggfezn_NA_NA_dhbps_co_ps.czi,9475918.446
99,msggfezn_NA_NA_dhbps_ps-02_1.czi,9605411.820
100,msggfezn_NA_NA_dhbps_ps-03_1.czi,8130257.548
101,msggfezn_NA_NA_dhbps_ps-04_1.czi,8201104.336
102,msggfezn_NA_NA_dhbps_ps_1.czi,8345794.453
103,msggzn_NA_NA_bsps_bs-02_1.czi,29223979.060
104,msggzn_NA_NA_bsps_bs-03_1.czi,27528364.994
105,msggzn_NA_NA_bsps_bs-04_1.czi,28259520.970
106,msggzn_NA_NA_bsps_bs_1.czi,29354970.704
107,msggzn_NA_NA_bsps_co-02_bs.czi,12906529.687
108,msggzn_NA_NA_bsps_co-02_ps.czi,9215861.504
109,msggzn_NA_NA_bsps_co-03_bs.czi,11638778.852
110,msggzn_NA_NA_bsps_co-03_ps.czi,9268300.970
111,msggzn_NA_NA_bsps_co-04_bs.czi,14231214.798
112,msggzn_NA_NA_bsps_co-04_ps.czi,8304699.035
113,msggzn_NA_NA_bsps_co_bs.czi,15311253.750
114,msggzn_NA_NA_bsps_co_ps.czi,9942736.709
115,msggzn_NA_NA_bsps_ps-02_1.czi,9718210.181
116,msggzn_NA_NA_bsps_ps-03_1.czi,9449377.655
117,msggzn_NA_NA_bsps_ps-04_1.czi,9100066.603
118,msggzn_NA_NA_bsps_ps_1.czi,10482542.146
119,msggzn_NA_NA_dhbps_bs-02_1.czi,5701133.080
120,msggzn_NA_NA_dhbps_bs-03_1.czi,5931224.613
121,msggzn_NA_NA_dhbps_bs-04_1.czi,9014023.072
122,msggzn_NA_NA_dhbps_bs_1.czi,5236241.165
123,msggzn_NA_NA_dhbps_co-02_ps.czi,9789913.123
124,msggzn_NA_NA_dhbps_co-03_bs.czi,13817050.040
125,msggzn_NA_NA_dhbps_co-03_bs.czi,5328063.739
126,msggzn_NA_NA_dhbps_co-03_ps.czi,12351527.506
127,msggzn_NA_NA_dhbps_co-04_ps.czi,8200676.259
128,msggzn_NA_NA_dhbps_co_ps.czi,9883019.929
129,msggzn_NA_NA_dhbps_ps-02_1.czi,12359446.936
130,msggzn_NA_NA_dhbps_ps-03_1.czi,11731671.619
131,msggzn_NA_NA_dhbps_ps-04_1.czi,9937813.820
132,msggzn_NA_NA_dhbps_ps_1.czi,10026853.892
