 ,Label,Area
102,kb_NA_NA_dhbe_ps_1.czi,16459999.104
103,kb_NA_NA_dhbf_bs-02_1.czi,71085227.203
104,kb_NA_NA_dhbf_bs-03_1.czi,56735649.040
105,kb_NA_NA_dhbf_bs-04_1.czi,61990297.527
106,kb_NA_NA_dhbf_bs-05_1.czi,53797968.775
107,kb_NA_NA_dhbf_bs-06_1.czi,55467684.166
108,kb_NA_NA_dhbf_bs_1.czi,91311664.166
109,kb_NA_NA_dhbf_co-02_bs.czi,50587603.290
110,kb_NA_NA_dhbf_co-02_ps.czi,13525315.380
111,kb_NA_NA_dhbf_co-03_bs.czi,55664385.672
112,kb_NA_NA_dhbf_co-03_ps.czi,14143458.958
113,kb_NA_NA_dhbf_co-04_bs.czi,42366379.322
114,kb_NA_NA_dhbf_co-04_ps.czi,14805694.494
115,kb_NA_NA_dhbf_co-05_bs.czi,59149790.803
116,kb_NA_NA_dhbf_co-05_ps.czi,15109201.279
117,kb_NA_NA_dhbf_co_bs.czi,45634749.277
118,kb_NA_NA_dhbf_co_ps.czi,13828394.087
119,kb_NA_NA_dhbf_ps-02_1.czi,16410984.256
120,kb_NA_NA_dhbf_ps-03_1.czi,16694585.448
121,kb_NA_NA_dhbf_ps-04_1.czi,16151355.392
122,kb_NA_NA_dhbf_ps-05_1.czi,17488668.783
123,kb_NA_NA_dhbf_ps-06_1.czi,19901740.354
124,kb_NA_NA_dhbf_ps_1.czi,15954867.925
