#	up	fill
AQZ90180.1	K03306	up
AQZ90181.1	K07220	up
AQZ90182.1	K03294	up
AQZ90186.1	K04771	up
AQZ90198.1	K05916	up
AQZ90198.1	K15765	up
AQZ90214.1	K17763	up
AQZ90219.1	K02483	up
AQZ90238.1	K03093	up
AQZ90260.1	K15973	up
AQZ90265.1	K06920	up
AQZ90266.1	K01737	up
AQZ90267.1	K10026	up
AQZ90268.1	K09457	up
AQZ90282.1	K01271	up
AQZ90291.1	K03406	up
AQZ90292.1	K00020	up
AQZ90309.1	K03839	up
AQZ90311.1	K03839	up
AQZ90312.1	K00674	up
AQZ90312.1	K05822	up
AQZ90315.1	K22044	up
AQZ90320.1	K03752	up
AQZ90321.1	K03148	up
AQZ90321.1	K21029	up
AQZ93050.1	K03569	up
AQZ90341.1	K06284	up
AQZ90349.1	K01462	up
AQZ90352.1	K00161	up
AQZ90353.1	K00162	up
AQZ90354.1	K00627	up
AQZ90355.1	K00382	up
AQZ93053.1	K03088	up
AQZ90369.1	K06207	up
AQZ90377.1	K03588	up
AQZ90392.1	K08316	up
AQZ90395.1	K07001	up
AQZ90399.1	K07040	up
AQZ90404.1	K22136	up
AQZ90409.1	K01928	up
AQZ90413.1	K02563	up
AQZ90414.1	K00075	up
AQZ90415.1	K03589	up
AQZ93057.1	K20895	up
AQZ90427.1	K06997	up
AQZ93058.1	K09772	up
AQZ90428.1	K02221	up
AQZ90433.1	K03101	up
AQZ90434.1	K06180	up
AQZ90435.1	K02825	up
AQZ90436.1	K02824	up
AQZ90437.1	K00609	up
AQZ90438.1	K01465	up
AQZ90439.1	K01956	up
AQZ90440.1	K01955	up
AQZ90441.1	K02823	up
AQZ90442.1	K17828	up
AQZ90444.1	K00762	up
AQZ90455.1	K09777	up
AQZ90456.1	K00942	up
AQZ90457.1	K03060	up
AQZ90460.1	K01462	up
AQZ90473.1	K01752	up
AQZ90492.2	K02884	up
AQZ90493.1	K14540	up
AQZ90494.1	K03470	up
AQZ90499.1	K04096	up
AQZ90500.1	K03168	up
AQZ90502.1	K03733	up
AQZ90502.1	K04763	up
AQZ90503.1	K01419	up
AQZ90506.1	K02387	up
AQZ90507.1	K02388	up
AQZ93059.1	K02408	up
AQZ90508.1	K02409	up
AQZ90509.1	K02410	up
AQZ90510.1	K02411	up
AQZ90511.1	K02412	up
AQZ90512.1	K02413	up
AQZ90514.1	K02414	up
AQZ90515.1	K02389	up
AQZ90516.1	K02390	up
AQZ90518.1	K02415	up
AQZ90519.1	K02416	up
AQZ90520.1	K02417	up
AQZ90521.1	K03413	up
AQZ90522.1	K02418	up
AQZ90523.1	K02419	up
AQZ90525.1	K02421	up
AQZ90526.1	K02401	up
AQZ90527.1	K02400	up
AQZ90537.1	K02967	up
AQZ90539.1	K09903	up
AQZ90543.1	K00099	up
AQZ90549.1	K07742	up
AQZ90555.1	K11753	up
AQZ90556.1	K02956	up
AQZ90570.1	K03710	up
AQZ90578.1	K03742	up
AQZ90578.1	K03743	up
AQZ90589.1	K03555	up
AQZ90590.1	K03572	up
AQZ90596.1	K15328	up
AQZ90613.1	K03297	up
AQZ90613.1	K11814	up
AQZ90613.1	K11815	up
AQZ90614.1	K11814	up
AQZ90621.1	K03647	up
AQZ90647.1	K01174	up
AQZ90651.1	K01520	up
AQZ90673.1	K01356	up
AQZ90677.1	K00615	up
AQZ90679.1	K09976	up
AQZ90681.1	K03413	up
AQZ90691.2	K07107	up
AQZ90739.1	K00059	up
AQZ90739.1	K07124	up
AQZ90755.1	K01732	up
AQZ90805.1	K22043	up
AQZ90807.1	K08976	up
AQZ90817.1	K01118	up
AQZ90834.1	K04748	up
AQZ90840.1	K22135	up
AQZ90857.1	K07260	up
AQZ90858.1	K03784	up
AQZ90976.1	K07727	up
AQZ91003.1	K07110	up
AQZ91003.1	K21572	up
AQZ91051.1	K06147	up
AQZ91051.1	K06148	up
AQZ91061.1	K21490	up
AQZ91072.1	K07305	up
AQZ91073.1	K07304	up
AQZ91073.1	K12267	up
AQZ91085.1	K00287	up
AQZ91086.1	K00560	up
AQZ91095.1	K00651	up
AQZ91097.1	K03704	up
AQZ91112.1	K03458	up
AQZ91112.1	K16169	up
AQZ91112.1	K16170	up
AQZ91113.1	K03816	up
AQZ91114.1	K01299	up
AQZ91123.1	K07444	up
AQZ91128.1	K06877	up
AQZ93076.1	K02777	up
AQZ91136.1	K03700	up
AQZ91137.1	K05366	up
AQZ91140.1	K02086	up
AQZ93077.1	K01893	up
AQZ91141.1	K00812	up
AQZ91141.1	K22457	up
AQZ91144.1	K03722	up
AQZ91146.1	K01918	up
AQZ91147.1	K00606	up
AQZ91150.1	K00754	up
AQZ91151.1	K01463	up
AQZ91152.1	K01734	up
AQZ91153.1	K00215	up
AQZ91174.1	K00805	up
AQZ91174.1	K21275	up
AQZ91178.1	K01495	up
AQZ91196.1	K00384	up
AQZ91197.1	K00260	up
AQZ91199.1	K07098	up
AQZ91207.1	K03785	up
AQZ91209.1	K03088	up
AQZ91220.1	K06024	up
AQZ93083.1	K05896	up
AQZ91224.1	K14652	up
AQZ91225.1	K00793	up
AQZ91226.1	K11752	up
AQZ91228.1	K03100	up
AQZ91234.1	K03768	up
AQZ91253.1	K00027	up
AQZ91254.1	K03315	up
AQZ91256.1	K01424	up
AQZ91259.1	K01515	up
AQZ91280.1	K00354	up
AQZ91282.1	K00784	up
AQZ91283.1	K00036	up
AQZ91284.1	K00033	up
AQZ91298.1	K19575	up
AQZ91311.1	K01126	up
AQZ91320.1	K01662	up
AQZ91323.1	K03601	up
AQZ91325.1	K03625	up
AQZ91345.1	K03709	up
AQZ91346.1	K03800	up
AQZ91348.1	K00283	up
AQZ91349.1	K00282	up
AQZ91350.1	K00605	up
AQZ91362.1	K02245	up
AQZ91381.1	K02913	up
AQZ91386.1	K02036	up
AQZ91388.1	K02038	up
AQZ91391.1	K21465	up
AQZ91391.1	K21466	up
AQZ91393.1	K04564	up
AQZ91398.1	K03526	up
AQZ91400.1	K02076	up
AQZ91403.1	K01151	up
AQZ91404.1	K05592	up
AQZ91404.1	K18692	up
AQZ91406.1	K03527	up
AQZ91413.1	K09773	up
AQZ91419.1	K00887	up
AQZ91419.1	K00901	up
AQZ91420.1	K07042	up
AQZ91427.1	K09117	up
AQZ91428.1	K02970	up
AQZ91438.1	K03596	up
AQZ91446.1	K01493	up
AQZ91450.1	K09710	up
AQZ91452.1	K00969	up
AQZ91453.1	K07574	up
AQZ91455.1	K06948	up
AQZ91456.1	K07015	up
AQZ91475.1	K21491	up
AQZ91538.1	K11748	up
AQZ91553.1	K00657	up
AQZ91558.1	K07222	up
AQZ91559.1	K16264	up
AQZ91569.1	K05593	up
AQZ91573.1	K01776	up
AQZ91592.1	K01607	up
AQZ91594.1	K05520	up
AQZ91604.1	K03088	up
AQZ91608.1	K14338	up
AQZ91609.1	K22106	up
AQZ91623.1	K03624	up
AQZ91624.1	K00876	up
AQZ91625.1	K08303	up
AQZ91626.1	K08303	up
AQZ91627.1	K00588	up
AQZ91628.1	K07082	up
AQZ91630.1	K07447	up
AQZ91643.1	K00566	up
AQZ91644.1	K04487	up
AQZ93100.1	K17472	up
AQZ91645.1	K07478	up
AQZ91646.1	K22132	up
AQZ91648.1	K01892	up
AQZ91653.1	K00759	up
AQZ91654.1	K07462	up
AQZ91657.1	K03072	up
AQZ91657.1	K12257	up
AQZ91667.1	K03550	up
AQZ91677.1	K00767	up
AQZ91678.1	K00278	up
AQZ91679.1	K04487	up
AQZ91680.1	K07105	up
AQZ91686.1	K07584	up
AQZ91687.1	K02888	up
AQZ91692.1	K03571	up
AQZ91693.1	K03570	up
AQZ91694.1	K03569	up
AQZ91695.1	K03630	up
AQZ91696.1	K06287	up
AQZ91714.1	K03544	up
AQZ91737.1	K00241	up
AQZ91751.1	K02347	up
AQZ91753.1	K09888	up
AQZ91781.1	K05339	up
AQZ91782.1	K05338	up
AQZ91789.1	K03346	up
AQZ91798.1	K10563	up
AQZ91799.1	K02335	up
AQZ91808.1	K00850	up
AQZ91811.1	K00027	up
AQZ91812.1	K02337	up
AQZ91828.1	K16957	up
AQZ91833.1	K00059	up
AQZ93107.1	K00925	up
AQZ91839.1	K00571	up
AQZ91840.1	K11065	up
AQZ91845.1	K00858	up
AQZ91847.1	K01895	up
AQZ91849.1	K03151	up
AQZ91850.1	K04487	up
AQZ91851.1	K03311	up
AQZ91873.1	K03466	up
AQZ91874.1	K06878	up
AQZ91878.1	K01261	up
AQZ91878.1	K01269	up
AQZ91881.1	K03439	up
AQZ91887.1	K01738	up
AQZ91894.1	K03328	up
AQZ93112.1	K15468	up
AQZ93112.1	K16593	up
AQZ93112.1	K17474	up
AQZ91905.1	K01012	up
AQZ91906.1	K01935	up
AQZ91907.1	K00639	up
AQZ91907.1	K00652	up
AQZ91908.1	K00833	up
AQZ91908.1	K19563	up
AQZ91909.1	K01906	up
AQZ91922.1	K02003	up
AQZ91922.1	K11631	up
AQZ91922.1	K19079	up
AQZ91924.1	K11630	up
AQZ91924.1	K19078	up
AQZ91965.1	K01661	up
AQZ91967.1	K02551	up
AQZ91968.1	K02552	up
AQZ92008.1	K03406	up
AQZ92009.1	K03406	up
AQZ92016.1	K06973	up
AQZ92023.1	K19955	up
AQZ92025.1	K07570	up
AQZ92025.1	K07571	up
AQZ92038.1	K11614	up
AQZ92038.1	K11637	up
AQZ92038.1	K11691	up
AQZ92039.1	K02475	up
AQZ92039.1	K11615	up
AQZ92044.1	K11616	up
AQZ92070.1	K16216	up
AQZ92081.1	K01252	up
AQZ92082.1	K02363	up
AQZ92082.1	K04783	up
AQZ92083.1	K02361	up
AQZ92086.1	K03523	up
AQZ92093.1	K21567	up
AQZ92095.1	K00364	up
AQZ93121.1	K13628	up
AQZ92112.1	K03644	up
AQZ92147.1	K04488	up
AQZ92156.1	K02071	up
AQZ92159.1	K07476	up
AQZ92162.1	K00537	up
AQZ92181.1	K04771	up
AQZ92182.1	K07770	up
AQZ92183.1	K07650	up
AQZ92203.1	K02483	up
AQZ92211.1	K02013	up
AQZ92212.1	K02015	up
AQZ93128.1	K02015	up
AQZ92213.1	K02016	up
AQZ92239.1	K03297	up
AQZ92271.1	K01689	up
AQZ92272.1	K15633	up
AQZ92273.1	K01803	up
AQZ92274.1	K00927	up
AQZ92275.1	K00134	up
AQZ92276.1	K05311	up
AQZ92284.1	K18929	up
AQZ92285.1	K18928	up
AQZ92350.1	K02483	up
AQZ92350.1	K11634	up
AQZ92357.1	K00384	up
AQZ92376.1	K06023	up
AQZ93135.1	K09811	up
AQZ92401.1	K09812	up
AQZ92408.1	K02422	up
AQZ92410.1	K06603	up
AQZ92412.1	K03563	up
AQZ92413.1	K13626	up
AQZ92415.1	K02397	up
AQZ92416.1	K02396	up
AQZ92418.1	K02398	up
AQZ93136.1	K02242	up
AQZ92420.1	K02241	up
AQZ92425.1	K01271	up
AQZ92445.1	K09693	up
AQZ92446.1	K09692	up
AQZ92448.1	K00712	up
AQZ92449.1	K00980	up
AQZ92450.1	K05946	up
AQZ92451.1	K21285	up
AQZ92460.1	K21064	up
AQZ92476.1	K01575	up
AQZ92477.1	K01652	up
AQZ92487.1	K03719	up
AQZ92502.1	K00903	up
AQZ92503.1	K19420	up
AQZ92508.1	K21064	up
AQZ92509.1	K22103	up
AQZ92513.2	K07284	up
AQZ93140.1	K03282	up
AQZ92515.1	K02372	up
AQZ92518.1	K02392	up
AQZ92528.1	K03320	up
AQZ92529.1	K04751	up
AQZ92530.1	K19302	up
AQZ93142.1	K03823	up
AQZ92545.1	K06359	up
AQZ92545.1	K06360	up
AQZ92545.1	K06367	up
AQZ92547.1	K03639	up
AQZ92548.1	K02379	up
AQZ92567.1	K00761	up
AQZ92568.1	K00600	up
AQZ92570.1	K01808	up
AQZ92579.1	K02835	up
AQZ92580.1	K08234	up
AQZ92583.1	K00027	up
AQZ92628.1	K00797	up
AQZ92632.1	K01821	up
AQZ92642.1	K16869	up
AQZ92642.1	K18821	up
AQZ92644.1	K00625	up
AQZ92644.1	K02028	up
AQZ92679.1	K10947	up
AQZ92680.1	K00868	up
AQZ92680.1	K00941	up
AQZ92688.1	K19285	up
AQZ92689.1	K05837	up
AQZ93147.1	K02826	up
AQZ92702.1	K07223	up
AQZ92702.1	K16301	up
AQZ92704.1	K07243	up
AQZ92708.1	K06518	up
AQZ92722.1	K01866	up
AQZ92724.1	K00951	up
AQZ92724.1	K07816	up
AQZ92725.1	K02548	up
AQZ92727.1	K03367	up
AQZ92728.1	K03739	up
AQZ92729.1	K14188	up
AQZ92730.1	K03740	up
AQZ92731.1	K14189	up
AQZ92743.1	K01990	up
AQZ92750.1	K16012	up
AQZ92751.1	K16013	up
AQZ92752.1	K00426	up
AQZ92753.1	K00425	up
AQZ92778.1	K00563	up
AQZ92779.1	K16323	up
AQZ92826.1	K16961	up
AQZ92837.1	K02016	up
AQZ92854.1	K06607	up
AQZ92875.1	K18939	up
AQZ92919.1	K00784	up
AQZ92921.1	K07652	up
AQZ93152.1	K07668	up
AQZ92922.1	K01939	up
AQZ92924.1	K02314	up
AQZ92950.1	K08224	up
AQZ92958.1	K19273	up
AQZ92973.1	K03111	up
AQZ92974.1	K02990	up
AQZ92975.1	K06942	up
AQZ92983.1	K03501	up
AQZ92984.1	K03495	up
AQZ92985.1	K03650	up
AQZ92988.1	K03536	up
AQZ92989.1	K02914	up
#	down	fill
AQZ88929.1	K06306	down
AQZ88936.1	K06317	down
AQZ88956.1	K06436	down
AQZ88958.1	K06423	down
AQZ88962.1	K06412	down
AQZ88965.1	K02897	down
AQZ88969.1	K04769	down
AQZ88977.1	K06382	down
AQZ88978.1	K07114	down
AQZ88979.1	K08884	down
AQZ88999.1	K03696	down
AQZ89005.1	K09698	down
lcl|CP020102.1_cds_94	K00640	down
AQZ89066.1	K01448	down
AQZ89068.1	K06294	down
AQZ89069.1	K06349	down
AQZ89080.1	K01207	down
AQZ89081.1	K21469	down
AQZ89082.1	K02808	down
AQZ89082.1	K02809	down
AQZ89082.1	K02810	down
AQZ89084.1	K07106	down
AQZ89087.1	K03088	down
AQZ89106.1	K07052	down
AQZ89107.1	K01990	down
AQZ89117.1	K03293	down
AQZ89120.1	K17838	down
AQZ89121.1	K15629	down
AQZ89124.1	K02445	down
AQZ89144.1	K11102	down
AQZ89149.1	K00826	down
AQZ89154.1	K01425	down
AQZ89157.1	K01707	down
AQZ89158.1	K22187	down
AQZ89162.1	K01685	down
AQZ89162.1	K01708	down
AQZ89170.1	K01449	down
AQZ89183.1	K11640	down
AQZ89186.1	K09696	down
AQZ89193.1	K01182	down
AQZ89193.1	K01187	down
AQZ89209.1	K14665	down
AQZ89212.1	K01176	down
AQZ89218.1	K09190	down
AQZ89219.1	K03293	down
AQZ89220.1	K09967	down
AQZ89227.1	K07074	down
AQZ92999.1	K00318	down
AQZ89228.1	K00294	down
AQZ89229.2	K11928	down
AQZ89274.1	K03305	down
AQZ89277.1	K06295	down
AQZ89277.1	K06307	down
AQZ89278.1	K06297	down
AQZ89279.1	K06296	down
AQZ89281.1	K02004	down
AQZ89284.1	K06359	down
AQZ89284.1	K06361	down
AQZ89297.1	K00375	down
AQZ89299.1	K05340	down
AQZ89300.1	K00034	down
AQZ89303.1	K21601	down
AQZ89308.1	K07246	down
AQZ89323.1	K03483	down
AQZ89341.1	K03322	down
AQZ89344.1	K06884	down
AQZ89351.1	K03309	down
AQZ89351.1	K11102	down
AQZ89351.1	K11103	down
AQZ89371.1	K17762	down
AQZ89380.1	K06959	down
AQZ89389.1	K03466	down
AQZ89390.1	K07467	down
AQZ89447.1	K06994	down
AQZ89447.1	K11625	down
AQZ89454.1	K15977	down
AQZ89460.1	K13993	down
AQZ89479.1	K01077	down
AQZ89487.1	K02761	down
AQZ89488.1	K01223	down
AQZ89488.1	K05350	down
AQZ89492.1	K01218	down
AQZ89518.1	K00008	down
AQZ89526.1	K02100	down
AQZ89526.1	K06609	down
AQZ89526.1	K08139	down
AQZ89534.1	K06324	down
AQZ89561.1	K01486	down
AQZ89564.1	K00284	down
AQZ89593.1	K06332	down
AQZ89594.1	K06333	down
AQZ89595.1	K06334	down
AQZ89599.1	K07718	down
AQZ89600.1	K07720	down
AQZ89601.1	K02027	down
AQZ89609.1	K18197	down
AQZ89609.1	K18198	down
AQZ89610.1	K18197	down
AQZ89610.1	K18198	down
AQZ89612.1	K01190	down
AQZ89627.1	K14338	down
AQZ89628.1	K00978	down
AQZ89629.2	K01709	down
AQZ89629.2	K01710	down
AQZ89635.1	K03294	down
AQZ89672.1	K02802	down
AQZ89672.1	K02803	down
AQZ89672.1	K02804	down
AQZ89672.1	K20116	down
AQZ89672.1	K20117	down
AQZ89672.1	K20118	down
AQZ89676.1	K03310	down
AQZ89677.1	K06309	down
AQZ89679.1	K06297	down
AQZ89679.1	K06308	down
AQZ89680.1	K06295	down
AQZ89680.1	K06307	down
AQZ89681.1	K02818	down
AQZ89681.1	K02819	down
AQZ89682.1	K01226	down
AQZ89685.1	K01081	down
AQZ89685.1	K01119	down
AQZ89685.1	K06931	down
AQZ89685.1	K08693	down
AQZ89685.1	K11751	down
AQZ89691.1	K07058	down
AQZ89698.1	K01567	down
AQZ89707.1	K21416	down
AQZ89708.1	K21417	down
AQZ89709.1	K00627	down
AQZ89710.1	K21405	down
AQZ89711.1	K06425	down
AQZ89712.1	K09771	down
AQZ89717.1	K01232	down
AQZ89718.1	K03481	down
AQZ89719.1	K02749	down
AQZ89719.1	K02750	down
AQZ89723.1	K07104	down
AQZ89725.1	K02100	down
AQZ89725.1	K06609	down
AQZ89725.1	K08139	down
AQZ89732.1	K01992	down
AQZ89735.1	K21462	down
AQZ89753.1	K06428	down
AQZ89757.1	K01563	down
AQZ89764.1	K06422	down
AQZ89771.1	K09825	down
AQZ89774.1	K06377	down
AQZ89781.1	K03781	down
AQZ89783.1	K15554	down
AQZ89784.1	K04091	down
AQZ89784.1	K20938	down
AQZ89794.1	K07180	down
AQZ89795.1	K09786	down
AQZ89806.1	K01992	down
AQZ89816.1	K01081	down
AQZ89816.1	K01119	down
AQZ89816.1	K08693	down
AQZ89817.1	K07284	down
AQZ89837.1	K06415	down
AQZ89843.1	K03294	down
AQZ89845.1	K00375	down
AQZ89857.1	K01126	down
AQZ89862.1	K00824	down
AQZ89863.1	K03315	down
AQZ89869.1	K06418	down
AQZ89869.1	K06419	down
AQZ89869.1	K06420	down
AQZ89883.1	K01990	down
AQZ89902.1	K01436	down
AQZ89912.1	K00648	down
AQZ89922.1	K00666	down
AQZ89922.1	K01897	down
AQZ89925.1	K01342	down
AQZ89925.1	K13277	down
AQZ89962.2	K06299	down
AQZ89962.2	K06304	down
AQZ89963.1	K06303	down
AQZ89964.1	K06302	down
AQZ89965.1	K06301	down
AQZ89966.1	K06300	down
AQZ89967.1	K06299	down
AQZ89969.1	K06330	down
AQZ89972.1	K13274	down
AQZ89973.1	K01953	down
AQZ89979.1	K00010	down
AQZ89979.1	K16043	down
AQZ89983.1	K00433	down
AQZ89984.1	K00860	down
AQZ89985.1	K00958	down
AQZ89986.1	K00390	down
AQZ89987.1	K05979	down
AQZ89988.1	K08097	down
AQZ89990.1	K18983	down
AQZ89991.1	K08221	down
AQZ89994.1	K00297	down
AQZ89994.1	K00547	down
AQZ90003.1	K01400	down
AQZ90003.1	K08777	down
AQZ90008.1	K06889	down
AQZ90012.1	K00145	down
AQZ90013.1	K00620	down
AQZ90014.1	K00930	down
AQZ90015.1	K00821	down
AQZ90017.1	K01955	down
AQZ90029.1	K02031	down
AQZ90029.1	K15583	down
AQZ90029.1	K16202	down
AQZ90030.1	K02032	down
AQZ90030.1	K10823	down
AQZ90031.1	K02035	down
AQZ90032.1	K02033	down
AQZ90033.1	K02034	down
AQZ90039.1	K10823	down
AQZ90063.1	K00208	down
AQZ90065.1	K06344	down
AQZ90066.1	K06343	down
AQZ90067.1	K06342	down
AQZ90068.1	K06341	down
AQZ90069.1	K06340	down
AQZ93035.1	K03657	down
AQZ90078.1	K01760	down
AQZ90093.1	K01809	down
AQZ93037.1	K02257	down
AQZ90108.1	K00123	down
AQZ90111.1	K01515	down
AQZ93038.1	K01812	down
AQZ90124.1	K00073	down
AQZ90125.1	K08322	down
AQZ90126.1	K01686	down
AQZ90128.1	K03535	down
AQZ90128.1	K08191	down
AQZ90130.1	K01685	down
AQZ90130.1	K01708	down
AQZ90131.1	K07090	down
AQZ90137.1	K01447	down
AQZ90140.1	K07217	down
AQZ90177.1	K01447	down
AQZ90188.1	K16203	down
AQZ90189.1	K16200	down
AQZ90190.1	K15582	down
AQZ90190.1	K16201	down
AQZ90191.1	K02031	down
AQZ90191.1	K15583	down
AQZ90191.1	K16202	down
AQZ93039.1	K16199	down
AQZ90192.1	K01297	down
AQZ90193.1	K19802	down
AQZ90194.1	K20742	down
AQZ90195.1	K02032	down
AQZ90195.1	K10823	down
AQZ90206.1	K00931	down
AQZ90207.1	K00147	down
AQZ90212.1	K00549	down
AQZ90213.1	K13275	down
AQZ90229.1	K15973	down
AQZ90230.1	K03429	down
AQZ90231.1	K07098	down
AQZ90235.1	K10979	down
AQZ90240.1	K06421	down
AQZ90247.1	K13533	down
AQZ90249.1	K08963	down
AQZ90263.1	K03697	down
AQZ90263.1	K04086	down
AQZ90272.1	K22278	down
AQZ90280.1	K01534	down
AQZ90285.1	K02763	down
AQZ90285.1	K02764	down
AQZ90285.1	K02765	down
AQZ90285.1	K20116	down
AQZ90285.1	K20117	down
AQZ90285.1	K20118	down
AQZ90289.1	K03716	down
AQZ90301.1	K00219	down
AQZ90319.1	K06437	down
AQZ90326.1	K06147	down
AQZ90326.1	K11085	down
AQZ90327.1	K02021	down
AQZ90327.1	K06147	down
AQZ90327.1	K18890	down
AQZ90329.1	K02005	down
AQZ90329.1	K13888	down
AQZ90330.1	K02003	down
AQZ90331.1	K02004	down
AQZ90358.1	K01581	down
AQZ90358.1	K01585	down
AQZ90363.1	K01400	down
AQZ90363.1	K01401	down
AQZ90363.1	K19351	down
AQZ90373.1	K07175	down
AQZ90375.1	K01425	down
AQZ90381.1	K02275	down
AQZ90382.1	K02274	down
AQZ90383.1	K02276	down
AQZ90384.1	K02277	down
AQZ90385.1	K02862	down
AQZ90401.1	K06314	down
AQZ90412.1	K03588	down
