 ,Label,Area
133,kbaseKG_NA_NA_dhbps_ps-04_1.czi,21106349.791
134,kbaseKG_NA_NA_dhbps_ps_1.czi,21830870.570
135,kbaseMg_NA_NA_bsps_bs-02_1.czi,34969204.098
136,kbaseMg_NA_NA_bsps_bs-03_1.czi,31585039.241
137,kbaseMg_NA_NA_bsps_bs-04_1.czi,34570664.160
138,kbaseMg_NA_NA_bsps_bs_1.czi,32430063.772
139,kbaseMg_NA_NA_bsps_co-02_bs.czi,23850967.207
140,kbaseMg_NA_NA_bsps_co-02_ps.czi,14734205.590
141,kbaseMg_NA_NA_bsps_co-03_bs.czi,24768978.912
142,kbaseMg_NA_NA_bsps_co-03_ps.czi,15865399.776
143,kbaseMg_NA_NA_bsps_co-04_bs.czi,25795722.244
144,kbaseMg_NA_NA_bsps_co-04_ps.czi,14122483.172
145,kbaseMg_NA_NA_bsps_co_bs.czi,26910007.377
146,kbaseMg_NA_NA_bsps_co_ps.czi,14491913.856
147,kbaseMg_NA_NA_bsps_ps-02_1.czi,16835422.869
148,kbaseMg_NA_NA_bsps_ps-03_1.czi,16981611.257
149,kbaseMg_NA_NA_bsps_ps-04_1.czi,18752995.000
150,kbaseMg_NA_NA_bsps_ps-04_1.czi,2554765.147
151,kbaseMg_NA_NA_bsps_ps_1.czi,16492318.938
152,kbaseMg_NA_NA_dhbps_bs-02_1.czi,26211171.234
153,kbaseMg_NA_NA_dhbps_bs-03_1.czi,21596926.342
154,kbaseMg_NA_NA_dhbps_bs-04_1.czi,23582776.797
155,kbaseMg_NA_NA_dhbps_bs_1.czi,28451299.587
156,kbaseMg_NA_NA_dhbps_co-02_bs.czi,16164839.826
157,kbaseMg_NA_NA_dhbps_co-02_ps.czi,21662636.203
158,kbaseMg_NA_NA_dhbps_co-03_bs.czi,17326213.459
159,kbaseMg_NA_NA_dhbps_co-03_ps.czi,19734576.180
160,kbaseMg_NA_NA_dhbps_co-04_bs.czi,21461867.964
161,kbaseMg_NA_NA_dhbps_co-04_ps.czi,19594808.951
162,kbaseMg_NA_NA_dhbps_co_bs.czi,17307592.098
163,kbaseMg_NA_NA_dhbps_co_ps.czi,19624774.360
164,kbaseMg_NA_NA_dhbps_ps-02_1.czi,21445601.027
165,kbaseMg_NA_NA_dhbps_ps-03_1.czi,22446445.684
166,kbaseMg_NA_NA_dhbps_ps-04_1.czi,21938317.965
167,kbaseMg_NA_NA_dhbps_ps_1.czi,21529932.249
168,kbaseMgG_NA_NA_bsps_bs-02_1.czi,43215684.625
169,kbaseMgG_NA_NA_bsps_bs-03_1.czi,38860426.482
170,kbaseMgG_NA_NA_bsps_bs-04_1.czi,33184121.883
171,kbaseMgG_NA_NA_bsps_bs_1.czi,38102729.714
172,kbaseMgG_NA_NA_bsps_co-02_bs.czi,41827858.116
173,kbaseMgG_NA_NA_bsps_co-02_ps.czi,13780235.394
174,kbaseMgG_NA_NA_bsps_co-03_bs.czi,39071254.537
175,kbaseMgG_NA_NA_bsps_co-03_ps.czi,14106430.274
176,kbaseMgG_NA_NA_bsps_co-04_bs.czi,38601867.811
177,kbaseMgG_NA_NA_bsps_co-04_ps.czi,14961728.659
